iteration,m_ap,Step,U_MIL_loss,MA_loss,M_MIL_loss,Contrastive_loss,LR
219,0.7810080600573506,219,1.318182110786438,4.6829094886779785,0.24523186683654785,0.575160026550293,0.0001
220,0.7810080600573506,220,1.5405583381652832,4.868980884552002,0.36072951555252075,0.48296403884887695,0.0001
221,0.7810080600573506,221,1.4674129486083984,4.793522357940674,0.3085322678089142,0.5720410943031311,0.0001
222,0.7810080600573506,222,1.2324414253234863,4.969750881195068,0.22053413093090057,0.629680335521698,0.0001
223,0.7810080600573506,223,1.763117790222168,4.554793834686279,0.33575332164764404,0.5776435136795044,0.0001
224,0.7810080600573506,224,1.0354857444763184,4.793168067932129,0.17433485388755798,0.5640685558319092,0.0001
225,0.7810080600573506,225,1.2300714254379272,4.6581549644470215,0.2439236044883728,0.6202188730239868,0.0001
226,0.7810080600573506,226,1.2819360494613647,4.8085174560546875,0.20913560688495636,0.6043927669525146,0.0001
227,0.7810080600573506,227,1.6481348276138306,4.673930644989014,0.3954748213291168,0.6126037836074829,0.0001
228,0.7810080600573506,228,1.4617087841033936,5.0571208000183105,0.2460811585187912,0.6352047920227051,0.0001
229,0.7810080600573506,229,0.9739137887954712,4.584042549133301,0.15071526169776917,0.6216307878494263,0.0001
230,0.7810080600573506,230,1.1526191234588623,5.058614253997803,0.2037390023469925,0.5548827648162842,0.0001
231,0.7810080600573506,231,1.0460048913955688,4.8432297706604,0.20266932249069214,0.5977239608764648,0.0001
232,0.7810080600573506,232,1.347261667251587,5.033397197723389,0.20256729423999786,0.6616737842559814,0.0001
233,0.7810080600573506,233,1.1036851406097412,4.754194259643555,0.19652284681797028,0.656132161617279,0.0001
234,0.7810080600573506,234,0.9573462605476379,4.8151421546936035,0.12871477007865906,0.6981317400932312,0.0001
235,0.7810080600573506,235,1.19917631149292,4.70382022857666,0.2353440374135971,0.6151646375656128,0.0001
236,0.7810080600573506,236,1.3338236808776855,4.7099480628967285,0.2943915128707886,0.5427322387695312,0.0001
237,0.7810080600573506,237,1.320754885673523,4.902978897094727,0.2176310271024704,0.6319578886032104,0.0001
238,0.7810080600573506,238,1.0199869871139526,4.814217567443848,0.11830468475818634,0.7027603387832642,0.0001
239,0.7810080600573506,239,1.443922996520996,4.92873477935791,0.24513386189937592,0.7211503982543945,0.0001
240,0.7810080600573506,240,1.3451963663101196,4.964372158050537,0.2251695692539215,0.672609806060791,0.0001
241,0.7810080600573506,241,1.1485497951507568,4.897725582122803,0.15170814096927643,0.6315488815307617,0.0001
242,0.7810080600573506,242,1.1144973039627075,4.655963897705078,0.16928592324256897,0.5717406868934631,0.0001
243,0.7810080600573506,243,1.2508914470672607,4.83821964263916,0.14640390872955322,0.6773362755775452,0.0001
244,0.7810080600573506,244,1.2848942279815674,4.74399995803833,0.2649165391921997,0.6487702131271362,0.0001
245,0.7810080600573506,245,1.5509964227676392,4.557270050048828,0.4390574097633362,0.5441299676895142,0.0001
246,0.7810080600573506,246,1.2449932098388672,4.655845642089844,0.2511768937110901,0.6122093796730042,0.0001
247,0.7810080600573506,247,1.6225402355194092,4.609346389770508,0.39787888526916504,0.6505414247512817,0.0001
248,0.7810080600573506,248,1.06828773021698,4.787680149078369,0.2083841860294342,0.7428152561187744,0.0001
249,0.7810080600573506,249,1.5153720378875732,4.811119079589844,0.3574153780937195,0.6502788066864014,0.0001
250,0.7810080600573506,250,1.2799581289291382,4.66475248336792,0.2854713201522827,0.6871790885925293,0.0001
251,0.7810080600573506,251,0.9975481033325195,4.8705244064331055,0.1603907197713852,0.6554093360900879,0.0001
252,0.7810080600573506,252,1.2729012966156006,4.504242420196533,0.23156699538230896,0.5776944756507874,0.0001
253,0.7810080600573506,253,1.4087237119674683,4.585339069366455,0.21511101722717285,0.6536160111427307,0.0001
254,0.7810080600573506,254,1.2813875675201416,4.658620357513428,0.18110555410385132,0.6015134453773499,0.0001
255,0.7810080600573506,255,1.0447731018066406,4.7314653396606445,0.1494564265012741,0.6482954025268555,0.0001
256,0.7810080600573506,256,0.9980510473251343,4.7744526863098145,0.1750602275133133,0.6489431262016296,0.0001
257,0.7810080600573506,257,1.1458247900009155,4.583013534545898,0.14822527766227722,0.6778478622436523,0.0001
258,0.7810080600573506,258,1.219248652458191,4.58982515335083,0.15419143438339233,0.6688928604125977,0.0001
259,0.7810080600573506,259,1.4359172582626343,4.865634918212891,0.29003944993019104,0.650903046131134,0.0001
260,0.7810080600573506,260,1.03212308883667,4.446522235870361,0.19702628254890442,0.6607406139373779,0.0001
261,0.7810080600573506,261,1.0307881832122803,4.905882358551025,0.14493325352668762,0.699251115322113,0.0001
262,0.7810080600573506,262,1.2594380378723145,4.888918399810791,0.21631060540676117,0.5848917365074158,0.0001
263,0.7810080600573506,263,1.4007035493850708,4.448753356933594,0.22152063250541687,0.6360417604446411,0.0001
264,0.7810080600573506,264,1.6305725574493408,4.4968695640563965,0.2955625653266907,0.5778317451477051,0.0001
265,0.7810080600573506,265,1.4880430698394775,4.648402214050293,0.27903544902801514,0.6153483390808105,0.0001
266,0.7810080600573506,266,1.0736916065216064,4.6936163902282715,0.18290424346923828,0.7026617527008057,0.0001
267,0.7810080600573506,267,1.1792420148849487,4.655604362487793,0.2478562295436859,0.6645793318748474,0.0001
268,0.7810080600573506,268,1.157224178314209,4.735929489135742,0.16395387053489685,0.5566401481628418,0.0001
269,0.7810080600573506,269,1.1274478435516357,4.706904888153076,0.17741046845912933,0.6278806924819946,0.0001
270,0.7810080600573506,270,0.9684129357337952,4.5922346115112305,0.13668760657310486,0.6652951240539551,0.0001
271,0.7810080600573506,271,1.1711382865905762,4.622809886932373,0.26805371046066284,0.5879044532775879,0.0001
272,0.7810080600573506,272,1.2044017314910889,4.5792436599731445,0.23310700058937073,0.5919630527496338,0.0001
273,0.7810080600573506,273,1.3137121200561523,4.643815517425537,0.16244331002235413,0.6148757934570312,0.0001
274,0.7810080600573506,274,1.1089171171188354,4.903501510620117,0.1402677595615387,0.6585599184036255,0.0001
275,0.7810080600573506,275,1.013076901435852,4.696157932281494,0.17710405588150024,0.686095118522644,0.0001
276,0.7810080600573506,276,1.1644295454025269,4.964578628540039,0.16582684218883514,0.7128883004188538,0.0001
277,0.7810080600573506,277,0.9329211115837097,4.72297477722168,0.11401519924402237,0.6654391884803772,0.0001
278,0.7810080600573506,278,1.539473056793213,4.756255626678467,0.2987605333328247,0.6449873447418213,0.0001
279,0.7810080600573506,279,1.0435032844543457,4.734126567840576,0.2103111743927002,0.6083179116249084,0.0001
280,0.7810080600573506,280,0.6626700162887573,4.344178676605225,0.07794500887393951,0.7055763006210327,0.0001
281,0.7810080600573506,281,1.213691234588623,4.626974582672119,0.14774346351623535,0.6124789714813232,0.0001
282,0.7810080600573506,282,1.085787296295166,4.67518949508667,0.11566586047410965,0.6574151515960693,0.0001
283,0.7810080600573506,283,1.1537652015686035,4.953691482543945,0.22771820425987244,0.6539862751960754,0.0001
284,0.7810080600573506,284,0.8605693578720093,4.688568115234375,0.08640879392623901,0.6632477045059204,0.0001
285,0.7810080600573506,285,1.5223143100738525,4.783932685852051,0.23084236681461334,0.686488926410675,0.0001
286,0.7810080600573506,286,1.0168612003326416,4.595218658447266,0.14422833919525146,0.5918265581130981,0.0001
287,0.7810080600573506,287,1.6119861602783203,4.799989700317383,0.33646851778030396,0.6911869049072266,0.0001
288,0.7810080600573506,288,0.9036791920661926,4.809202671051025,0.18752159178256989,0.6733680963516235,0.0001
289,0.7810080600573506,289,1.0433509349822998,4.7378129959106445,0.22367769479751587,0.625086784362793,0.0001
290,0.7810080600573506,290,0.7084214091300964,4.850050926208496,0.06414136290550232,0.6696453094482422,0.0001
291,0.7810080600573506,291,1.0377699136734009,4.773264408111572,0.21984702348709106,0.6910784244537354,0.0001
292,0.7810080600573506,292,1.008958101272583,4.6842241287231445,0.21027632057666779,0.6831763982772827,0.0001
293,0.7810080600573506,293,1.4981520175933838,4.795538902282715,0.28763818740844727,0.7222558259963989,0.0001
294,0.7810080600573506,294,1.131545901298523,4.7987470626831055,0.10757221281528473,0.6010563969612122,0.0001
295,0.7810080600573506,295,1.5357446670532227,4.573462009429932,0.2795938551425934,0.6057204008102417,0.0001
296,0.7810080600573506,296,1.1096575260162354,4.838602066040039,0.25758761167526245,0.6165597438812256,0.0001
297,0.7810080600573506,297,1.1103018522262573,4.701284885406494,0.18428629636764526,0.7760800123214722,0.0001
298,0.7810080600573506,298,0.8692790269851685,4.6231279373168945,0.11130095273256302,0.6573644876480103,0.0001
299,0.7810080600573506,299,1.2888116836547852,4.895318984985352,0.19432373344898224,0.6338106393814087,0.0001
300,0.7463542283688839,300,1.2384414672851562,4.793818950653076,0.2452840656042099,0.6225884556770325,0.0001
301,0.7463542283688839,301,1.33295476436615,4.721251487731934,0.23500993847846985,0.5774298906326294,0.0001
302,0.7463542283688839,302,1.1703574657440186,4.620207786560059,0.23685280978679657,0.5886493921279907,0.0001
303,0.7463542283688839,303,1.3744685649871826,4.626055717468262,0.2815821170806885,0.5574265718460083,0.0001
304,0.7463542283688839,304,1.4293711185455322,4.564275741577148,0.3315451145172119,0.6349942088127136,0.0001
305,0.7463542283688839,305,0.9913519024848938,4.478209495544434,0.18077413737773895,0.6739202737808228,0.0001
306,0.7463542283688839,306,1.6293038129806519,4.951331615447998,0.31625568866729736,0.6663850545883179,0.0001
307,0.7463542283688839,307,1.2763919830322266,4.906250476837158,0.18518787622451782,0.6312605142593384,0.0001
308,0.7463542283688839,308,1.293833613395691,4.803849697113037,0.23926402628421783,0.5519276857376099,0.0001
309,0.7463542283688839,309,1.101480484008789,4.567019939422607,0.13557884097099304,0.6975008249282837,0.0001
310,0.7463542283688839,310,1.080336093902588,4.716354846954346,0.16603446006774902,0.6340854167938232,0.0001
311,0.7463542283688839,311,1.3435769081115723,4.696159839630127,0.23773688077926636,0.6440739035606384,0.0001
312,0.7463542283688839,312,0.8897972702980042,4.5468244552612305,0.15084031224250793,0.6697055697441101,0.0001
313,0.7463542283688839,313,0.9130401611328125,4.574661731719971,0.17810633778572083,0.670297384262085,0.0001
314,0.7463542283688839,314,1.0755932331085205,4.719023704528809,0.19142800569534302,0.6317838430404663,0.0001
315,0.7463542283688839,315,1.428244709968567,4.527110576629639,0.31065112352371216,0.5874255895614624,0.0001
316,0.7463542283688839,316,0.9626115560531616,4.528745651245117,0.10910452902317047,0.7032674551010132,0.0001
317,0.7463542283688839,317,0.8681411743164062,4.738423824310303,0.10539919137954712,0.7303931713104248,0.0001
318,0.7463542283688839,318,0.7908452749252319,4.639504432678223,0.09722345322370529,0.7233579158782959,0.0001
319,0.7463542283688839,319,1.1088899374008179,4.637950897216797,0.1912255585193634,0.6865976452827454,0.0001
320,0.7463542283688839,320,0.9034347534179688,4.614142894744873,0.12636753916740417,0.6763582229614258,0.0001
321,0.7463542283688839,321,1.7658727169036865,4.489758014678955,0.4493752121925354,0.6348899006843567,0.0001
322,0.7463542283688839,322,0.981616735458374,4.285881519317627,0.20351824164390564,0.6463226079940796,0.0001
323,0.7463542283688839,323,0.817715585231781,4.381009101867676,0.11277809739112854,0.7524377107620239,0.0001
324,0.7463542283688839,324,1.0704398155212402,4.5068464279174805,0.2964309751987457,0.7318928241729736,0.0001
325,0.7463542283688839,325,1.085693597793579,4.353851318359375,0.18183653056621552,0.725646436214447,0.0001
326,0.7463542283688839,326,1.1830012798309326,4.700739860534668,0.3931547999382019,0.6599215269088745,0.0001
327,0.7463542283688839,327,1.5272389650344849,4.529601573944092,0.3541099429130554,0.5323391556739807,0.0001
328,0.7463542283688839,328,1.2542375326156616,4.831479549407959,0.22475701570510864,0.6694999933242798,0.0001
329,0.7463542283688839,329,0.9572111368179321,4.542497158050537,0.13641470670700073,0.6047515869140625,0.0001
330,0.7463542283688839,330,1.0238975286483765,4.764248847961426,0.18958565592765808,0.7194875478744507,0.0001
331,0.7463542283688839,331,1.2155777215957642,4.359765529632568,0.23243552446365356,0.675345242023468,0.0001
332,0.7463542283688839,332,0.9743149280548096,4.356583595275879,0.13298505544662476,0.7165803909301758,0.0001
333,0.7463542283688839,333,1.2465236186981201,4.623262882232666,0.24001136422157288,0.5503233671188354,0.0001
334,0.7463542283688839,334,1.0745599269866943,4.574784278869629,0.17978987097740173,0.6581875085830688,0.0001
335,0.7463542283688839,335,1.1291943788528442,4.386090278625488,0.23819328844547272,0.5881263017654419,0.0001
336,0.7463542283688839,336,1.1856743097305298,4.402207851409912,0.15865330398082733,0.5792686939239502,0.0001
337,0.7463542283688839,337,1.2193492650985718,4.291184902191162,0.17326433956623077,0.6619058847427368,0.0001
338,0.7463542283688839,338,1.0313105583190918,4.787759304046631,0.1946575790643692,0.7049713730812073,0.0001
339,0.7463542283688839,339,1.2558526992797852,4.777619361877441,0.2698255777359009,0.6162413954734802,0.0001
340,0.7463542283688839,340,1.1011357307434082,4.812680721282959,0.21524471044540405,0.6048148274421692,0.0001
341,0.7463542283688839,341,0.8294926881790161,4.894904613494873,0.15978705883026123,0.5914299488067627,0.0001
342,0.7463542283688839,342,1.098001480102539,4.736047267913818,0.22983121871948242,0.6124407649040222,0.0001
343,0.7463542283688839,343,1.254367470741272,4.920509338378906,0.193988636136055,0.6031118035316467,0.0001
344,0.7463542283688839,344,1.0765421390533447,4.549596786499023,0.10873740166425705,0.5535712838172913,0.0001
345,0.7463542283688839,345,1.0834243297576904,4.599599838256836,0.18618476390838623,0.6783013343811035,0.0001
346,0.7463542283688839,346,1.116835355758667,4.420284271240234,0.22828824818134308,0.7251635193824768,0.0001
347,0.7463542283688839,347,1.0011038780212402,4.580496788024902,0.18620431423187256,0.7010287046432495,0.0001
348,0.7463542283688839,348,1.3649157285690308,4.539829730987549,0.19855861365795135,0.7116923332214355,0.0001
349,0.7463542283688839,349,1.2199013233184814,4.420629978179932,0.21829968690872192,0.6375715732574463,0.0001
350,0.7463542283688839,350,1.1949689388275146,4.546526908874512,0.22216086089611053,0.5855633020401001,0.0001
351,0.7463542283688839,351,0.8923348188400269,4.72528600692749,0.14443233609199524,0.7908570170402527,0.0001
352,0.7463542283688839,352,0.793633222579956,4.398202419281006,0.11986453831195831,0.7546234726905823,0.0001
353,0.7463542283688839,353,1.2482125759124756,4.501315116882324,0.15737023949623108,0.6179579496383667,0.0001
354,0.7463542283688839,354,1.0422132015228271,4.286367893218994,0.1605679839849472,0.7057260274887085,0.0001
355,0.7463542283688839,355,1.2364994287490845,4.184055805206299,0.20852762460708618,0.7555400729179382,0.0001
356,0.7463542283688839,356,1.2379512786865234,4.580068111419678,0.20125478506088257,0.6446569561958313,0.0001
357,0.7463542283688839,357,1.3785231113433838,4.424195766448975,0.21315626800060272,0.6532893776893616,0.0001
358,0.7463542283688839,358,0.9558435082435608,4.564323902130127,0.15618813037872314,0.6628190279006958,0.0001
359,0.7463542283688839,359,1.1153483390808105,4.572834491729736,0.1490117609500885,0.6950592994689941,0.0001
360,0.7463542283688839,360,1.0881567001342773,4.429445266723633,0.19008542597293854,0.6190876960754395,0.0001
361,0.7463542283688839,361,1.102034091949463,4.4144463539123535,0.19969312846660614,0.6199078559875488,0.0001
362,0.7463542283688839,362,1.0129098892211914,4.519625663757324,0.1660221517086029,0.6885574460029602,0.0001
