iteration,m_ap,Step,U_MIL_loss,MA_loss,M_MIL_loss,Contrastive_loss,LR
100,0.7742426040634933,100,1.7248344421386719,5.205313682556152,0.4447857737541199,0.4088040590286255,0.0001
101,0.7742426040634933,101,1.5083403587341309,5.204708099365234,0.3926968574523926,0.41087228059768677,0.0001
102,0.7742426040634933,102,1.5032992362976074,5.130841255187988,0.2944028973579407,0.5544038414955139,0.0001
103,0.7742426040634933,103,1.364896297454834,5.162587642669678,0.20370107889175415,0.5151225328445435,0.0001
104,0.7742426040634933,104,1.4853432178497314,5.2675628662109375,0.2841811776161194,0.5789463520050049,0.0001
105,0.7742426040634933,105,1.425816297531128,5.178658485412598,0.26668304204940796,0.5614751577377319,0.0001
106,0.7742426040634933,106,1.5376932621002197,5.085761547088623,0.33634352684020996,0.6013798713684082,0.0001
107,0.7742426040634933,107,1.3494935035705566,5.168576717376709,0.27352583408355713,0.636725902557373,0.0001
108,0.7742426040634933,108,1.3949856758117676,5.049382209777832,0.25277388095855713,0.5905680060386658,0.0001
109,0.7742426040634933,109,1.459153175354004,5.095279693603516,0.3336089849472046,0.5712558627128601,0.0001
110,0.7742426040634933,110,1.7427418231964111,5.133965015411377,0.3195289671421051,0.5484713912010193,0.0001
111,0.7742426040634933,111,1.7428449392318726,5.269778251647949,0.4577174782752991,0.45575231313705444,0.0001
112,0.7742426040634933,112,1.3062641620635986,5.323123931884766,0.24142123758792877,0.6061556339263916,0.0001
113,0.7742426040634933,113,1.4169365167617798,5.224691390991211,0.2539515495300293,0.5530579686164856,0.0001
114,0.7742426040634933,114,1.4262259006500244,5.108285427093506,0.3269483149051666,0.5957424640655518,0.0001
115,0.7742426040634933,115,1.2471771240234375,5.419029712677002,0.23531079292297363,0.5540468692779541,0.0001
116,0.7742426040634933,116,1.4739444255828857,5.1802520751953125,0.19133825600147247,0.6603051424026489,0.0001
117,0.7742426040634933,117,1.3915624618530273,5.015977382659912,0.3187754452228546,0.6296470165252686,0.0001
118,0.7742426040634933,118,1.3436788320541382,5.081132411956787,0.18810617923736572,0.5669769048690796,0.0001
119,0.7742426040634933,119,1.6478471755981445,5.146175384521484,0.3431142568588257,0.5566086769104004,0.0001
120,0.7742426040634933,120,1.6850512027740479,5.067251682281494,0.3353668451309204,0.49739283323287964,0.0001
121,0.7742426040634933,121,1.4094171524047852,5.272774696350098,0.24846245348453522,0.5557517409324646,0.0001
122,0.7742426040634933,122,1.4500662088394165,5.3169050216674805,0.27295464277267456,0.554215669631958,0.0001
123,0.7742426040634933,123,1.3929160833358765,4.869003772735596,0.19371390342712402,0.6341406106948853,0.0001
124,0.7742426040634933,124,1.8844044208526611,5.19614315032959,0.3202756643295288,0.6629815697669983,0.0001
125,0.7742426040634933,125,1.391108512878418,5.349811553955078,0.20034314692020416,0.5959795117378235,0.0001
126,0.7742426040634933,126,1.6115500926971436,5.135012149810791,0.32718998193740845,0.6524136662483215,0.0001
127,0.7742426040634933,127,1.7752981185913086,5.279056072235107,0.2308216691017151,0.572933554649353,0.0001
128,0.7742426040634933,128,2.376084089279175,5.218119144439697,0.6153311133384705,0.4045763909816742,0.0001
129,0.7742426040634933,129,1.0860090255737305,5.2408270835876465,0.20618268847465515,0.5640964508056641,0.0001
130,0.7742426040634933,130,1.3588721752166748,5.001090049743652,0.2628385126590729,0.6663479804992676,0.0001
131,0.7742426040634933,131,1.2389731407165527,5.100551605224609,0.266698956489563,0.7619301080703735,0.0001
132,0.7742426040634933,132,1.4435231685638428,5.0877909660339355,0.20991972088813782,0.6509537696838379,0.0001
133,0.7742426040634933,133,1.566169023513794,5.130218982696533,0.32385897636413574,0.6101940274238586,0.0001
134,0.7742426040634933,134,1.422824740409851,5.3062238693237305,0.27856290340423584,0.6538841128349304,0.0001
135,0.7742426040634933,135,1.0102602243423462,5.166749000549316,0.1755853295326233,0.6407546997070312,0.0001
136,0.7742426040634933,136,1.8687137365341187,5.106840133666992,0.5296870470046997,0.5336809754371643,0.0001
137,0.7742426040634933,137,1.3401985168457031,5.254218578338623,0.2833499610424042,0.51766437292099,0.0001
138,0.7742426040634933,138,1.2952907085418701,5.02874755859375,0.2915151119232178,0.6109375357627869,0.0001
139,0.7742426040634933,139,1.8285884857177734,5.190476894378662,0.2677127420902252,0.568181037902832,0.0001
140,0.7742426040634933,140,1.528913974761963,5.189780235290527,0.25957101583480835,0.6840731501579285,0.0001
141,0.7742426040634933,141,1.4129438400268555,5.001567840576172,0.24079419672489166,0.6045077443122864,0.0001
142,0.7742426040634933,142,1.4873063564300537,4.797488212585449,0.3028702437877655,0.6581740975379944,0.0001
143,0.7742426040634933,143,1.6173107624053955,5.023552894592285,0.3314443528652191,0.5562130808830261,0.0001
144,0.7742426040634933,144,1.2496685981750488,5.219913482666016,0.27337226271629333,0.5513936281204224,0.0001
145,0.7742426040634933,145,1.56080961227417,4.949019908905029,0.273953914642334,0.5429649949073792,0.0001
146,0.7742426040634933,146,1.626844882965088,5.173027992248535,0.3702434003353119,0.5748147964477539,0.0001
147,0.7742426040634933,147,1.2560906410217285,4.9799370765686035,0.2315603792667389,0.4939393401145935,0.0001
148,0.7742426040634933,148,1.143139123916626,5.012038707733154,0.22926917672157288,0.45414358377456665,0.0001
149,0.7742426040634933,149,1.4398525953292847,5.141892433166504,0.28696030378341675,0.583795428276062,0.0001
150,0.7742426040634933,150,1.429214358329773,5.11255407333374,0.23352161049842834,0.609533429145813,0.0001
151,0.7742426040634933,151,1.417374849319458,5.19902229309082,0.2255575954914093,0.6424809694290161,0.0001
152,0.7742426040634933,152,1.2198606729507446,4.9123311042785645,0.21915531158447266,0.6465264558792114,0.0001
153,0.7742426040634933,153,1.3203098773956299,4.842687606811523,0.24606357514858246,0.6680023670196533,0.0001
154,0.7742426040634933,154,1.0130144357681274,4.807778835296631,0.22828039526939392,0.6324907541275024,0.0001
155,0.7742426040634933,155,1.4409043788909912,4.79549503326416,0.25101396441459656,0.6554782390594482,0.0001
156,0.7742426040634933,156,1.48307466506958,4.833325386047363,0.16682089865207672,0.554293155670166,0.0001
157,0.7742426040634933,157,1.3347951173782349,5.097378730773926,0.24764886498451233,0.5856961011886597,0.0001
158,0.7742426040634933,158,1.2896348237991333,4.822708606719971,0.21804817020893097,0.5709987282752991,0.0001
159,0.7742426040634933,159,1.3785514831542969,4.788729667663574,0.29066723585128784,0.5681328177452087,0.0001
160,0.7742426040634933,160,1.1479817628860474,4.862402439117432,0.19564135372638702,0.6582372188568115,0.0001
161,0.7742426040634933,161,1.255995512008667,4.924437046051025,0.24084347486495972,0.6127209663391113,0.0001
162,0.7742426040634933,162,1.356590747833252,5.058101654052734,0.23032285273075104,0.6534863114356995,0.0001
163,0.7742426040634933,163,1.1974018812179565,4.956934452056885,0.1670280545949936,0.6907893419265747,0.0001
164,0.7742426040634933,164,1.384029746055603,5.134912967681885,0.3998509645462036,0.6194537878036499,0.0001
165,0.7742426040634933,165,1.3736140727996826,4.822816848754883,0.23750953376293182,0.6814081072807312,0.0001
166,0.7742426040634933,166,1.7631893157958984,5.01431131362915,0.29175588488578796,0.48382824659347534,0.0001
167,0.7742426040634933,167,1.6263551712036133,5.143160343170166,0.32009658217430115,0.6171882748603821,0.0001
168,0.7742426040634933,168,1.06329345703125,5.176835060119629,0.14507880806922913,0.6854978799819946,0.0001
169,0.7742426040634933,169,1.1483803987503052,5.067582607269287,0.18454909324645996,0.6876852512359619,0.0001
170,0.7742426040634933,170,1.6980915069580078,5.109958648681641,0.31947430968284607,0.5848026871681213,0.0001
171,0.7742426040634933,171,1.5465564727783203,5.129688739776611,0.23578301072120667,0.611133337020874,0.0001
172,0.7742426040634933,172,1.6243221759796143,5.034204483032227,0.2822192311286926,0.5458022356033325,0.0001
173,0.7742426040634933,173,1.2068369388580322,5.069245338439941,0.1610019952058792,0.6228787899017334,0.0001
174,0.7742426040634933,174,1.2281947135925293,4.936336040496826,0.1955799162387848,0.6143483519554138,0.0001
175,0.7742426040634933,175,1.2593998908996582,5.05177640914917,0.1529533565044403,0.6609282493591309,0.0001
176,0.7742426040634933,176,1.6962897777557373,4.586881637573242,0.2934546172618866,0.5936322212219238,0.0001
177,0.7742426040634933,177,1.3502203226089478,4.905129432678223,0.2085869014263153,0.6188400983810425,0.0001
178,0.7742426040634933,178,1.244233250617981,5.11536979675293,0.22481854259967804,0.6420409083366394,0.0001
179,0.7742426040634933,179,1.7024221420288086,4.636487007141113,0.4545912742614746,0.5915419459342957,0.0001
180,0.7742426040634933,180,1.2106506824493408,5.064088821411133,0.20548802614212036,0.5991902351379395,0.0001
181,0.7742426040634933,181,1.3190488815307617,4.798748016357422,0.20510366559028625,0.5861934423446655,0.0001
182,0.7742426040634933,182,1.2392077445983887,5.111804008483887,0.23537373542785645,0.6880983114242554,0.0001
183,0.7742426040634933,183,1.2530525922775269,4.582818508148193,0.2163577377796173,0.6560046672821045,0.0001
184,0.7742426040634933,184,1.457080364227295,5.0181097984313965,0.28169429302215576,0.5753905177116394,0.0001
185,0.7742426040634933,185,1.3019617795944214,4.7732625007629395,0.23651671409606934,0.6214277744293213,0.0001
186,0.7742426040634933,186,0.8961960673332214,4.838103294372559,0.13858230412006378,0.6721049547195435,0.0001
187,0.7742426040634933,187,2.1465859413146973,4.767300128936768,0.46074074506759644,0.5615516901016235,0.0001
188,0.7742426040634933,188,1.0668598413467407,4.912333965301514,0.13139843940734863,0.5999314188957214,0.0001
189,0.7742426040634933,189,1.3090728521347046,5.044096946716309,0.29717251658439636,0.649716854095459,0.0001
190,0.7742426040634933,190,1.2875099182128906,4.818480014801025,0.29144740104675293,0.5929633378982544,0.0001
191,0.7742426040634933,191,1.1907637119293213,5.209965705871582,0.15011069178581238,0.5742682218551636,0.0001
192,0.7742426040634933,192,1.539961338043213,4.875720977783203,0.3300590217113495,0.6345874071121216,0.0001
193,0.7742426040634933,193,1.1126785278320312,4.736445903778076,0.18328511714935303,0.6171123385429382,0.0001
194,0.7742426040634933,194,1.385715365409851,4.657182216644287,0.2597270607948303,0.601574182510376,0.0001
195,0.7742426040634933,195,1.030547022819519,4.751429557800293,0.21621271967887878,0.6001401543617249,0.0001
196,0.7742426040634933,196,1.48861563205719,4.401812553405762,0.18506471812725067,0.6163482666015625,0.0001
197,0.7742426040634933,197,1.0348641872406006,4.958206653594971,0.1351260244846344,0.5998260974884033,0.0001
198,0.7742426040634933,198,1.4184215068817139,4.9729485511779785,0.29034537076950073,0.6575074195861816,0.0001
199,0.7742426040634933,199,1.043039321899414,4.739012718200684,0.12388279289007187,0.7065848708152771,0.0001
200,0.7810080600573506,200,1.5094465017318726,4.849777698516846,0.36456575989723206,0.6029078960418701,0.0001
201,0.7810080600573506,201,1.1518089771270752,4.7987189292907715,0.1876721829175949,0.6464535593986511,0.0001
202,0.7810080600573506,202,1.1902283430099487,4.722999572753906,0.20686127245426178,0.698178231716156,0.0001
203,0.7810080600573506,203,1.1638524532318115,4.580298900604248,0.18855297565460205,0.6480998396873474,0.0001
204,0.7810080600573506,204,1.3493075370788574,4.587591171264648,0.18468254804611206,0.5688769817352295,0.0001
205,0.7810080600573506,205,1.3499064445495605,4.647296905517578,0.2289445847272873,0.5730999708175659,0.0001
206,0.7810080600573506,206,1.3714535236358643,4.928004264831543,0.25896769762039185,0.6358675956726074,0.0001
207,0.7810080600573506,207,1.2038495540618896,4.719007968902588,0.1851726621389389,0.5820598006248474,0.0001
208,0.7810080600573506,208,1.2469384670257568,4.875967979431152,0.2999457120895386,0.6677267551422119,0.0001
209,0.7810080600573506,209,1.293251395225525,5.14365291595459,0.2930849492549896,0.6820648908615112,0.0001
210,0.7810080600573506,210,1.0535681247711182,4.888559341430664,0.17041398584842682,0.7219349145889282,0.0001
211,0.7810080600573506,211,1.1118754148483276,4.766561508178711,0.16214574873447418,0.6394802331924438,0.0001
212,0.7810080600573506,212,1.3396189212799072,4.669586181640625,0.3063625991344452,0.6396445631980896,0.0001
213,0.7810080600573506,213,1.5022419691085815,4.785066604614258,0.41388314962387085,0.4815170168876648,0.0001
214,0.7810080600573506,214,1.2435216903686523,4.625496864318848,0.4170539379119873,0.5626237392425537,0.0001
215,0.7810080600573506,215,0.9292911887168884,4.8437581062316895,0.14397479593753815,0.5707645416259766,0.0001
216,0.7810080600573506,216,1.1940252780914307,5.065735816955566,0.2638855278491974,0.6445883512496948,0.0001
217,0.7810080600573506,217,1.645455241203308,5.088100433349609,0.5188079476356506,0.5493209958076477,0.0001
218,0.7810080600573506,218,1.324123740196228,4.9999823570251465,0.2686157822608948,0.7340307235717773,0.0001
